Predicate,Count
P-consists_of,4
P-BornIn,4
P-isMemberOf,4
P-production_location,4
P-Ambassador_to,4
P-Completed_by,4
P-Invited_by,4
P-Song,4
P-negotiated_with,4
P-influence_in,4
P-sent,4
P-Now_known_as,4
P-advocated_for,4
P-Invited,4
P-Nobel_laureate_in,4
P-Closely_associated_with,4
P-Granddaughter_of,4
P-Invaded,4
P-Impact_on,4
P-Residence_of,4
P-worked_during,4
P-sibling_of,4
P-supported_OS,4
P-model_includes,4
P-home_to,4
P-Adopted,4
P-deals_with,4
P-Referenced_in,4
P-wrote_songs_for,4
P-Representative_of,4
P-Tied_with,4
P-Announced_at,4
P-worked_under,4
P-Operated_under,4
P-Charted_in,4
P-simulcasts,4
P-Authored_with,4
P-IP_incorporated_into,4
P-Licensed_by,4
P-Broadcasted_by,4
P-transitioned_from,4
P-Birth_date,4
P-wedding_location,4
P-Distributed_through,4
P-contracted_with,4
P-_Licensed_under,4
P-Contracted_with,4
P-collaborate_with,4
P-Ends_at,4
P-Has_brand,4
P-trained_at,4
P-Co-produced_with,4
P-work_for,4
P-Awarded_in,4
P-handles,4
P-compared_to,4
P-converted_to,4
P-President_of_the_United_States,4
P-operated_in_territory_of,4
P-Consultant_for,4
P-Advanced_to,4
P-Finished_last_in,4
P-Linked_through,4
P-aired,4
P-Success_in,4
P-was_born_at,4
P-Reported_in,4
P-has_child,4
P-Renamed_from,4
P-License,4
P-music_composed_by,4
P-Formed_joint_venture_with,4
P-Runs_on,4
P-NoConnection,4
P-advanced_to,4
P-Worked_closely_with,4
P-Owner_of,4
P-Performs_in,4
P-available_on,4
P-Features_vocals_from,4
P-Career_in,4
P-Finished_first_in,4
P-Tribute_to,4
P-theme_is,4
P-during,4
P-event,4
P-Praised_by,4
P-recognized_as,4
P-parodies,4
P-manufactures,4
P-Character,4
P-Exhibits_at,4
P-Brought_attention_to,4
P-tutored_by,4
P-Sister_of,4
P-is_under,4
P-Creates_cover_art_for,4
P-employed,4
P-Fall_of,4
P-wife_of,4
P-acquired_from,4
P-is_American,4
P-uses_vocals_from,4
P-Product_of,4
P-is_linked_to,4
P-has_influence_in,4
P-Relaunched,4
P-Family_roots_in,4
P-Traded_from,4
P-Follows,4
P-passed_away_in,4
P-Role_as,4
P-explored,4
P-Compares_to,4
P-Subsidiary,4
P-Sold_advanced_equipment_to,4
P-is_home_to,4
P-Owner,4
P-drafted,4
P-Was_part_of,4
P-operates_as_part_of,4
P-Contemporary_of,4
P-Won_with,4
P-Hosts_on,4
P-Worked_on_film,4
P-Had_ties_to,4
P-Split_into,4
P-Born,4
P-Source_code_location,4
P-Cast_member_of,4
P-Sequel,4
P-Killed_by,4
P-trained_in,4
P-falls_within,4
P-Received_from,4
P-controlled,4
P-Wholly_owned_by,4
P-Originally_known_as,4
P-is_not_located_in,4
P-Event,4
P-Directly_connected_to,4
P-creator_of,4
P-Origin_location,4
P-Renamed_as,4
P-Open-sourced,4
P-Creates,4
P-Wore,4
P-Jurisdiction,4
P-Accused,4
P-situated_on,4
P-Strategically_important_to,4
P-Reconnected_with,4
P-acquainted_with,4
P-Discussed,4
P-Employed,4
P-Student_at,4
P-Published_under,4
P-regulates,4
P-travels_to,4
P-spans,4
P-Indicted_alongside,4
P-sought,4
P-achieved,4
P-Originated_in,4
P-is_affiliated_with,4
P-Recognized_for,4
P-Evaluated_contributions_of,4
P-Episode_of,4
P-Victim_of,4
P-described,4
P-is_near,4
P-isPartOf,4
P-Player_of,4
P-not_mentioned_in_relation_to,4
P-Published_on,4
P-Set_on,4
P-Was_a_student_at,4
P-spent_childhood_in,4
P-Discovered_by,4
P-Screened_at,4
P-Death_year,4
P-launched_in,4
P-ruled_by,4
P-Head_Coach,4
P-Invested_by,4
P-mentioned,4
P-ambassador_to,4
P-include,4
P-met_at,4
P-Assassination_location,4
P-president_of,4
P-available_in,4
P-Identified_as,4
P-use,4
P-Product,4
P-reached_number_one_on,4
P-writes,4
P-praised,4
P-invested_in,4
P-situated_near,4
P-Parent_company,4
P-star_in,4
P-attended_school,4
P-editor_of,4
P-dated,4
P-Announced_by,4
P-compete_in,4
P-has_no_connection,4
P-indirectly_connected_through,4
P-Airs,4
P-Occurred_during,4
P-Artist_roster_includes,4
P-Coached_for,4
P-voice_acting_role,4
P-production_by,4
P-adapted_into,4
P-established_as,4
P-features_collaboration_with,4
P-featured_collaborations_with,4
P-Focus,4
P-Distribution_by,4
P-_Appeared_in,4
P-secured,4
P-Does_not_mention,4
P-affiliate,4
P-Time_zone,4
P-is_an_artist_of,4
P-designed_for,4
P-Debut_film,4
P-Hails_from,4
P-type_of,4
P-has_seen_naked,4
P-focused_on,4
P-criticizes,4
P-Involved_in_legal_dispute,4
P-benefits,4
P-Interviewed_with,4
P-Mocked,4
P-Recognized_at,4
P-Transforms_into,4
P-appreciates,4
P-Theorized_by,4
P-managed_advertising_sales_for,4
P-switched_contracts_to,4
P-Client,4
P-Co-developed_with,4
P-Established_partnerships_with,4
P-bribed,4
P-Mastered_at,4
P-Adjacent_to,4
P-is_teammate_of,4
P-wrote_lyrics_for,4
P-does_not_mention,4
P-live_in,4
P-programming_includes,4
P-Features_artist,4
P-houses_artwork_by,4
P-adaptation_of,4
P-Survives,4
P-Appearing_in,4
P-collaborator_on,4
P-Switched_contracts_to,4
P-Customer_of,4
P-Named_as_one_of,4
P-Has_photographs_by,4
P-Accessible_via,4
P-debut_in,4
P-Architecture_resembles,4
P-Served_as_headquarters_for,4
P-Invented,4
P-Set_the_stage_for,4
P-Received_degree_from,4
P-Described_by,4
P-Obtained,4
P-Set_during,4
P-Later_served_as,4
P-is_a_fellow_of,4
P-originally_part_of,4
P-Resides_at,4
P-degree_obtained,4
P-operates_within,4
P-Education_location,4
P-Adversary_in,4
P-Soundtrack_composed_by,4
P-No_mention,4
P-opened_in,4
P-voice_for,4
P-oversees,4
P-graduated_with,4
P-Alumni_includes,4
P-served_as_Chancellor_of,4
P-Collaborator_with,4
P-is_not_mentioned_with,4
P-houses_department,4
P-Voice_by,4
P-Linked_via_bus_route_through,4
P-Held_position,4
P-Lectured_in,4
P-Campus_location,4
P-acts_in,4
P-located_on_campus_of,4
P-Adversary,4
P-Affiliated_scholars,4
P-Collaboration_location,3
P-Suffered_from,3
P-Constituency_of,3
P-grandmother,3
P-died_at,3
P-includes_portrayal_of,3
P-displayed_in,3
P-Maintained_connection,3
P-Film,3
P-premiered_in,3
P-historical_connection_to,3
P-Landmark_of,3
P-Reviewed_in,3
P-Protected,3
P-Found_in,3
P-theme,3
P-conducted_by,3
P-Has_presence_in,3
P-reflects_on,3
P-Portrayed_character,3
P-Was_involved_with,3
P-Death_place,3
P-Had_relationship_with,3
P-Burial_location,3
P-isBishopOf,3
P-Elected_as,3
P-Directed_film,3
P-contributedTo,3
P-Won_by,3
P-Competing_against,3
P-admitted_to,3
P-ownership,3
P-Co-edited_with,3
P-Winner,3
P-is_named_after,3
P-approached,3
P-occurred_in,3
P-distributed_in,3
P-was_archbishop_of,3
P-was_bishop_of,3
P-Album_of,3
P-Featured_song,3
P-controls,3
P-Along,3
P-Professional_relationship,3
P-Met_with,3
P-Transitioned_into,3
P-Died_in_year,3
P-appearance_in,3
P-Defended,3
P-Organized,3
P-referenced_in,3
P-Archbishop_of,3
P-Reunited_with,3
P-discovery_of,3
P-Against,3
P-promoted_to,3
P-peaked_at,3
P-Entered,3
P-Impact,3
P-has_ties_to,3
P-Sought_refuge_in,3
P-Regained_control_of,3
P-broadcasted_by,3
P-Remarried_to,3
P-Exiled_in,3
P-Capital_city,3
P-Donated,3
P-was_involved_with,3
P-Worked_against,3
P-created_portraits_of,3
P-sang_the_song,3
P-Compete_Against,3
P-Initiated_by,3
P-comprises,3
P-Predecessor_of,3
P-Formed_in,3
P-Analyzes,3
P-Travelled_through,3
P-resulted_in_defeat_of,3
P-incorporates,3
P-Surrendered_to,3
P-Production_location,3
P-Clashed_with,3
P-exhibited_in,3
P-included_city,3
P-Editor_of,3
P-Named_in_honor_of,3
P-governed_by,3
P-Settlement_location,3
P-met_in,3
P-Competed_with,3
P-Interred_at,3
P-descendant_of,3
P-playsFor,3
P-Named_by,3
P-focusing_on,3
P-Considered,3
P-depicted_in,3
P-advisor,3
P-Features_in,3
P-earned_degree_from,3
P-Date_of_Birth,3
P-Commander_of,3
P-Trained_in,3
P-Opened_on,3
P-Academic_affiliation,3
P-held_by,3
P-was_emperor_of,3
P-Promoted_to,3
P-admires,3
P-Style,3
P-Representing,3
P-Associated_With,3
P-Sent,3
P-plays_role_of,3
P-integral_part_of,3
P-Held_position_in,3
P-Prominent_figure_in,3
P-headquarters_location,3
P-patron_of,3
P-Constructed_for,3
P-Backed_by,3
P-Occupied,3
P-Tutored,3
P-Ancestor_of,3
P-signed_in,3
P-Competed_at,3
P-Involving,3
P-no_connection,3
P-Converted,3
P-Stepson_of,3
P-Ousted,3
P-Recorded_for,3
P-Was_in,3
P-Released_through,3
P-Was_a,3
P-Key_figure_in,3
P-Lineage_from,3
P-celebrated_in,3
P-Highlighted,3
P-Opened,3
P-controlled_by,3
P-Cousin_of,3
P-Observed,3
P-Held_position_as,3
P-Interested_in,3
P-example_of,3
P-Reside_in,3
P-releasedIn,3
P-Began_in,3
P-exhibited_at,3
P-investigated,3
P-Given_to,3
P-Expanded,3
P-Court_location,3
P-Track_from,3
P-tribute_to,3
P-occurred_on,3
P-Ashes_scattered_in,3
P-Native_of,3
P-Location_of_marriage,3
P-Popularized_by,3
P-Served_as_president_of,3
P-Influence_over,3
P-Created_for,3
P-Not_related_to,3
P-BasedIn,3
P-Work_for,3
P-Approved_by,3
P-Celebrated_in,3
P-Inspiration_for,3
P-held_position_as,3
P-Completed,3
P-Recording_location,3
P-involvedIn,3
P-presents,3
P-Investigated,3
P-Started,3
P-Family_member,3
P-native_of,3
P-advocates,3
P-Affected_by,3
P-present_in,3
P-feature,3
P-Husband,3
P-Component_of,3
P-Arrested_in,3
P-adopted,3
P-broadcasts_from,3
P-Provides_tools_for_Web_services,3
P-Feuded_with,3
P-Sub-unit_of,3
P-not_mentioned_with,3
P-is_connected_with,3
P-Co-owned_by,3
P-leader,3
P-Leader,3
P-Reflects_connection_to,3
P-Paired_with,3
P-Played_role_as,3
P-Attended_event_in,3
P-Broke_record_of,3
P-recorded_with,3
P-Chief_Minister_of,3
P-Connected_by,3
P-No_direct_or_indirect_connection,3
P-arrested_in,3
P-Co-hosts,3
P-MovedTo,3
P-contribute_to,3
P-served_as_president_of,3
P-starring,3
P-Dismissed,3
P-Emigrated_to,3
P-part_of_team,3
P-Home,3
P-brought,3
P-Holds,3
P-competed_with,3
P-Run_by,3
P-Spun_off_from,3
P-overthrew,3
P-distant_relative_of,3
P-predicted,3
P-Had_a_relationship_with,3
P-is_owned_by,3
P-is_available_in,3
P-Released_song,3
P-Considered_casting,3
P-researched,3
P-emphasizes,3
P-obtained,3
P-movedTo,3
P-educatedAt,3
P-contributions,3
P-Drafted_by,3
P-sold,3
P-Featured_processor,3
P-honored_with,3
P-is_known_as,3
P-finished_second_in,3
P-coaches,3
P-Has_no_connection_with,3
P-Cousin,3
P-sequel_of,3
P-Play_for,3
P-Teaching_location,3
P-appeared_with,3
P-Studied_law_under,3
P-_Married_to_,3
P-song,3
P-collaboration,3
P-Speaker,3
P-alumni_of,3
P-resided_at,3
P-Commemorates,3
P-originatedFrom,3
P-endorse,3
P-team,3
P-Introduced_to,3
P-divorced,3
P-Home_of,3
P-organizer_of,3
P-Immigrated_to,3
P-Touches_on,3
P-Indirectly_connected_through,3
P-Overseen_by,3
P-signedWith,3
P-Developed_in,3
P-was_present_in,3
P-caused,3
P-bombed,3
P-raised_by,3
P-distanced_from,3
P-Took_over,3
P-worked_closely_with,3
P-league,3
P-Served_as_director_of,3
P-Centered_around,3
P-Negotiated,3
P-Associate_of,3
P-Honored_with,3
P-Soundtrack_includes,3
P-Child_of,3
P-created_statue_in,3
P-contributor,3
P-awarded_at,3
P-Family_ties,3
P-Shared_with,3
P-was_a_professor_at,3
P-Parodies,3
P-Captured_during,3
P-Enabled,3
P-under,3
P-finished,3
P-traded_in,3
P-Offered_loan_type,3
P-national_origin,3
P-broadcasted,3
P-From_Album,3
P-was_married_to,3
P-admired,3
P-Chairman_of,3
P-Canceled,3
P-Develops,3
P-bornIn,3
P-Situated_on,3
P-Includes_character,3
P-Aired,3
P-Involved_With,3
P-Acquired_stake_in,3
P-Coached_by,3
P-Home_location,3
P-Novel,3
P-Won_NBA_Championship_in,3
P-Passes_through,3
P-Contracted_by,3
P-Assistant_to,3
P-Branch_of,3
P-Operates_as,3
P-tried,3
P-Features_content_from,3
P-originally_aired_on,3
P-Starred_in_music_video_of,3
P-Hired,3
P-Served_on_board_of,3
P-Family_ties_to,3
P-played_at,3
P-Affects,3
P-Includes_story_by,3
P-Resigned_from,3
P-field_of_study,3
P-engages_with,3
P-Expelled,3
P-Location_of_death,3
P-Recommended_by,3
P-Hosted_event,3
P-Played_college_basketball_at,3
P-Former_team,3
P-indirectly_linked_to,3
P-Shares_themes_with,3
P-accessible_via,3
P-is_written_by,3
P-Commands,3
P-member,3
P-Conducted_research_at,3
P-wife,3
P-Participant_of,3
P-elected_as,3
P-Utilized_in,3
P-Cultural_connection,3
P-is_by,3
P-rivalry,3
P-Investigated_by,3
P-works_on,3
P-star_of,3
P-impact_on,3
P-hub_for,3
P-Recruited_producers_from,3
P-hosted_concert_at,3
P-Baptised_in,3
P-Participant_in,3
P-Playback_singer,3
P-performer_of,3
P-Assistant_Coach_of,3
P-Album_includes,3
P-brought_to,3
P-Hospitalized_at,3
P-Tried_in,3
P-played_college_basketball_at,3
P-Solo_project_managed_by,3
P-Transcribed,3
P-Featured_by,3
P-Influenced_development_of,3
P-Was_traded_to,3
P-Worked_as,3
P-is_included_in,3
P-Operates_offices_in,3
P-Contributions_from,3
P-director_of,3
P-Groundbreaking_work_on,3
P-expanded_to,3
P-Discussed_with,3
P-Preserved_at,3
P-spent_early_years_in,3
P-film,3
P-SameAs,3
P-Implemented_by,3
P-source_code_available_on,3
P-merge,3
P-Younger_brother,3
P-Confirmed_by,3
P-Legacy,3
P-renamed_after,3
P-competed_against,3
P-Includes_elements_from,3
P-fostered,3
P-Source_code_available_on,3
P-Declared_by,3
P-cited,3
P-targeted_by,3
P-brother-in-law,3
P-Allows_players_to_unlock_songs_at,3
P-includes_reference_to,3
P-starred_by,3
P-Developmental_territory_for,3
P-Helped_career_of,3
P-Association_with,3
P-Burial_place_of,3
P-shot_on,3
P-linked_through,3
P-named,3
P-explained,3
P-Affair_with,3
P-_Founder_of_,3
P-features_in,3
P-influence_over,3
P-Contemporaries_with,3
P-Followed,3
P-Pursues,3
P-Developed_for,3
P-originally_from,3
P-Leads,3
P-Published_work,3
P-Had_child,3
P-Runs,3
P-Model_of,3
P-home_of,3
P-preceded_by,3
P-Career,3
P-Assistant_coach_for,3
P-origin_country,3
P-Co-founder,3
P-Version_of,3
P-Funded,3
P-Earned_degree_in,3
P-Worked_on_album,3
P-covers_event,3
P-Promoted_from,3
P-Assistant_coach_under,3
P-Broadcasts_in,3
P-Composed_music_for,3
P-Portrayed_role,3
P-Established_in_collaboration_with,3
P-Headquarter_location,3
P-Fought_in,3
P-Spent_youth_in,3
P-discussed_in,3
P-Entered_into,3
P-Bombed,3
P-Has_relationship_with,3
P-subsidiary,3
P-offers_courses_in,3
P-has_faculty_members_from,3
P-Awards,3
P-Served_as_President_of,3
P-is_in,3
P-Connection_location,3
P-Features_Collaboration_by,3
P-Released_via,3
P-Given_by,3
P-implemented,3
P-legacy,3
P-protagonist,3
P-work_with,3
P-Illustrator_of,3
P-subsidiaries,3
P-Competitor_of,3
P-co-edited,3
P-release_date,3
P-are_part_of,3
P-Award_Nominee,3
P-executed_in,3
P-Takes_place_in,3
P-Starred_in_music_video_for,3
P-aimed_at,3
P-treated,3
P-Served_on_board,3
P-is_featured_on,3
P-includes_footage_of,3
P-Year_founded,3
P-Contract_ended_with,3
P-is_involved_in,3
P-included_notable_figures_like,3
P-based_on,3
P-Statue_location,3
P-co-authored_by,3
P-Encountered,3
P-planned_to_sell,3
P-Portrays_settlers_from,3
P-Originally_recorded_with,3
P-produced_for,3
P-Appears_in_film,3
P-Position_Held,3
P-later_became,3
P-praises,3
P-Regulates,3
P-Serves_cuisine_from,3
P-Region,3
P-Has_office_in,3
P-marriage_location,3
P-aiming_to_replace,3
P-Chose,3
P-Parents,3
P-Lived_with,3
P-Produced_songs_for,3
P-Global_Operations,3
P-Part_of_cast,3
P-launched_career_in,3
P-opposes,3
P-shares_theme_with,3
P-Cameo_appearance_by,3
P-operations_in,3
P-Predicted,3
P-Feature,3
P-sued,3
P-Alias_of,3
P-Role_in_film,3
P-Compares,3
P-exclusively_distributed_for,3
P-ruled_during,3
P-Initially_available_in,3
P-Coverage_area,3
P-agent_of,3
P-Dated,3
P-Involved_in_revenge_against,3
P-Professional_connection,3
P-brought_out,3
P-integrated_with,3
P-player,3
P-Starred_in_music_videos_for,3
P-Neighbor,3
P-voice_of,3
P-optimized_for,3
P-joint_venture_with,3
P-Head_Coach_Of,3
P-intended_for,3
P-elected_to,3
P-Aided,3
P-honored_by,3
P-developed_for,3
P-leased_to,3
P-distributes_content_from,3
P-case_accessible_through,3
P-IncludesShow,3
P-Shares_custody_with,3
P-Dramatized_by,3
P-captures,3
P-transforms_into,3
P-Contributed_by,3
P-Subject_Matter,3
P-from_country,3
P-lead_singer_of,3
P-is_a_song_by,3
P-recognized,3
P-portrayed_in,3
P-legal_dispute,3
P-Move_to,3
P-inherited_estates,3
P-Is_not_connected,3
P-co-founded_by,3
P-contribution,3
P-Attending,3
P-Distributes_content_from,3
P-ManagedBy,3
P-involved_in_legal_disputes_with,3
P-operates_on,3
P-Had_angle_involving_revenge_against,3
P-plays_music_of,3
P-Recognized_with,3
P-Mentor_of,3
P-shares_similarities_with,3
P-Occupied_building,3
P-Ties_into,3
Directed,3
P-certified_in,3
P-Presented_honorary_degrees_in,3
P-reopened_by,3
P-Concluded_in_phase,3
P-Field,3
P-Writer,3
P-Enrolled_at,3
P-Supervised,3
P-remake_of,3
P-Planned_by,3
P-Listed_in,3
P-Voice_of,3
P-Represents_on,3
P-Adopts,3
P-Outsmarts,3
P-Department,3
P-Important_to,3
P-Donated_by,3
P-Expertise_in,3
P-Landmark,3
P-Disintegrated_by,3
P-Brought_to_life,3
P-composed_songs_for,3
P-Co-developed,3
P-Supervisor,3
P-practiced_on,3
P-fellow_of,3
P-Voice_acted_by,3
P-Constituent_college_of,3
P-Series_belongs_to,3
P-Removed_from,3
P-built_under,3
P-co-author,3
P-lectured_in,3
P-Voice_provided_by,3
P-Mentored,3
P-Orchestrated,3
P-Remake_of,3
P-Constituent_of,3
P-Benefits,3
P-Studio,3
P-received_award_from,3
P-Director,3
P-covers_franchise,3
P-Debut_in,3
P-Attended_school,3
P-Offers_program,3
P-is_situated_near,3
P-studies_at,3
P-shares_campus_with,3
P-has_partnership_with,3
P-is_Chancellor_of,3
P-regained_film_rights_to,3
P-Certified,3
P-Vice-Chancellor,3
P-has_building_named_after,3
P-excels_in_field,3
P-was_recognized_with,3
P-Portion_sold_to,3
P-earned_degree_in,3
P-Students_attend,3
P-Voices_of,3
P-Shares_campus_with,3
P-had_professorships_at,3
P-Signed_to_label,3
P-shortlisted_alongside,3
P-Was_formed_by_merging,3
P-serves_students_from,3
P-varsity_match_between,3
P-shot_at,3
P-holds_degree_in,3
P-offers_program_in,3
P-Likely_location,3
P-Intersects_with_feeder_roads,3
P-Conducts_Research_in,3
P-campus_location,2
P-Lived_during,2
P-Falls_within,2
P-becomes,2
P-paints,2
P-Travel_to,2
P-Marriage_location,2
P-Produced_on,2
P-Nearby_settlement,2
P-researched_in,2
P-Heir_apparent_to,2
P-followed,2
P-grandson_of,2
P-Close_friend_of,2
P-Birth_year,2
P-Owns_land_in,2
P-Married_into,2
P-counted_as_an_ethnicity,2
P-sought_treatment_in,2
P-Grandson_of,2
P-Granted_lands_including,2
P-shared_heritage_with,2
P-married_in,2
P-Executed,2
P-Acknowledged,2
P-Conducted,2
P-comprising,2
P-donated,2
P-Included_venue,2
P-Count_of,2
P-Failed_to_establish_a_new_connection,2
P-Born_as,2
P-Join,2
P-spent_youth_in,2
P-set_near,2
P-Arranged_marriage_for,2
P-Provided_dowry_for,2
P-Caused_by,2
P-was_hospitalized_at,2
P-heritage,2
P-Runner-up,2
P-Host_city,2
P-Constructed_in,2
P-Sister_ship,2
P-took_control_of,2
P-sponsored,2
P-governed_from,2
P-has_errno,2
P-facilitated_arms_purchases_in,2
P-financed_by,2
P-submitted_to,2
P-returned_from,2
P-performs_in,2
P-B-side_of,2
P-Husband_of,2
P-refused_to_publish,2
P-Revived,2
P-has_son,2
P-titled_as,2
P-served_as_Governor_of,2
P-resigned_from,2
P-erroneously_lists,2
P-Source,2
P-Draws_on,2
P-Listed_under,2
P-interviewed_on,2
P-Has_connection_to,2
P-Lectured_at,2
P-Defeated_at,2
P-Defended_against,2
P-Nephew_of,2
P-Creator,2
P-Spent_childhood_in,2
P-moved_seat_to,2
P-served_as_Minister_of_Finance_for,2
P-conflictWith,2
P-maintained_ties_with,2
P-addresses,2
P-named_in_honor_of,2
P-ends_at,2
P-Provided_to,2
P-Signed_on,2
P-published_on,2
P-quoted,2
P-Inherited_throne_after,2
P-Spent_final_years_in,2
P-_Installed_by,2
P-escaped_from,2
P-Occurred_near,2
P-Defending_against,2
P-Military_Service,2
P-Promoted_the_construction_of,2
P-studies,2
P-is_capital_of,2
P-designed_in_style,2
P-Burial_Site,2
P-stationed_in,2
